periodo;semana;dia;monto;descuento;prod;cantidad;IncluidoProdTest
6464;Semana 34;Wednesday;4050;0;KS_395;1;0
6465;Semana 34;Wednesday;4050;0;KS_599;1;0
6466;Semana 34;Wednesday;4050;0;KS_669;1;0
6467;Semana 34;Wednesday;175;0;KS_318;1;1
6468;Semana 34;Wednesday;175;0;KS_630;1;1
6469;Semana 34;Wednesday;1500;0;KS_634;1;0
6470;Semana 34;Wednesday;700;0;KS_330;1;1
6471;Semana 34;Wednesday;700;0;KS_338;3;1
6472;Semana 34;Wednesday;325;0;KS_666;1;1
6473;Semana 34;Wednesday;150;0;KS_630;3;1
6474;Semana 34;Wednesday;2000;0;KS_640;1;1
6475;Semana 34;Wednesday;500;0;KS_630;7;1
6476;Semana 34;Wednesday;500;0;KS_348;2;1
6477;Semana 34;Wednesday;125;0;KS_324;1;1
6478;Semana 34;Wednesday;550;0;KS_616;1;0
6479;Semana 34;Thursday;400;0;KS_367;1;1
6480;Semana 34;Thursday;650;0;KS_630;13;1
6481;Semana 34;Thursday;2350;100;KS_720;1;1
6482;Semana 34;Thursday;2350;100;KS_496;1;1
6483;Semana 34;Thursday;150;0;KS_360;1;1
6484;Semana 34;Thursday;525;0;KS_630;2;1
6485;Semana 34;Thursday;525;0;KS_1024;1;1
6486;Semana 34;Thursday;375;0;KS_318;1;1
6487;Semana 34;Thursday;375;0;KS_336;2;1
6488;Semana 34;Thursday;175;0;KS_582;1;1
6489;Semana 34;Thursday;775;0;KS_656;3;1
6490;Semana 34;Thursday;775;0;KS_366;1;1
6491;Semana 34;Thursday;1000;50;KS_583;6;1
6492;Semana 34;Thursday;1075;0;KS_341;2;1
6493;Semana 34;Thursday;1075;0;KS_331;1;1
6494;Semana 34;Thursday;125;0;KS_337;1;1
6495;Semana 34;Thursday;125;0;KS_657;1;0
6496;Semana 34;Thursday;1200;0;KS_450;1;0
6497;Semana 34;Thursday;1200;0;KS_652;1;1
6498;Semana 34;Thursday;5215.000153;135.0000024;KS_502;1;1
6499;Semana 34;Thursday;5215.000153;135.0000024;KS_386;2;1
6500;Semana 34;Thursday;250;0;KS_336;2;1
6501;Semana 34;Thursday;300;0;KS_348;4;1
6502;Semana 34;Thursday;175;0;KS_630;1;1
6503;Semana 34;Thursday;175;0;KS_318;1;1
6504;Semana 34;Thursday;2000;0;KS_404;1;1
6505;Semana 34;Thursday;1250;25;KS_582;3;1
6506;Semana 34;Thursday;1250;25;KS_616;1;0
6507;Semana 34;Thursday;1250;25;KS_364;1;1
6508;Semana 34;Thursday;2050;0;KS_720;1;1
6509;Semana 34;Thursday;2050;0;KS_652;1;1
6510;Semana 34;Friday;1125;0;KS_331;1;1
6511;Semana 34;Friday;1125;0;KS_369;4;0
6512;Semana 34;Friday;325;0;KS_329;2;1
6513;Semana 34;Friday;325;0;KS_339;1;1
6514;Semana 34;Friday;750;0;KS_364;2;1
6515;Semana 34;Friday;750;0;KS_328;1;1
6516;Semana 34;Friday;750;0;KS_318;2;1
6517;Semana 34;Friday;400;0;KS_366;1;1
6518;Semana 34;Friday;400;0;KS_366;1;1
6519;Semana 34;Friday;400;0;KS_462;1;0
6520;Semana 34;Friday;250;0;KS_1010;1;0
6521;Semana 34;Friday;250;0;KS_363;1;1
6522;Semana 34;Friday;5075;150;KS_461;1;0
6523;Semana 34;Friday;5075;150;KS_541;1;0
6524;Semana 34;Friday;5075;150;KS_495;1;0
6525;Semana 34;Friday;5075;150;KS_457;1;0
6526;Semana 34;Friday;5075;150;KS_591;1;1
6527;Semana 34;Friday;5075;150;KS_959;1;0
6528;Semana 34;Friday;5075;150;KS_313;1;0
6529;Semana 34;Friday;200;0;KS_652;2;1
6530;Semana 34;Friday;500;25;KS_582;3;1
6531;Semana 34;Friday;1250;200;KS_690;1;0
6532;Semana 34;Friday;475;0;KS_544;1;1
6533;Semana 34;Friday;475;0;KS_340;1;1
6534;Semana 34;Friday;2814.999962;10.00000015;KS_630;4;1
6535;Semana 34;Friday;2814.999962;10.00000015;KS_600;1;1
6536;Semana 34;Friday;2814.999962;10.00000015;KS_674;1;0
6537;Semana 34;Friday;2814.999962;10.00000015;KS_662;1;1
6538;Semana 34;Friday;2814.999962;10.00000015;KS_340;1;1
6539;Semana 34;Friday;125;0;KS_318;1;1
6540;Semana 34;Friday;300;0;KS_328;1;1
6541;Semana 34;Friday;300;0;KS_368;1;1
6542;Semana 34;Friday;1200;0;KS_1006;2;1
6543;Semana 34;Friday;1200;0;KS_688;1;1
6544;Semana 34;Friday;500;0;KS_688;1;1
6545;Semana 34;Friday;500;0;KS_630;3;1
6546;Semana 34;Friday;650;50;KS_370;1;0
6547;Semana 34;Friday;2250;0;KS_468;1;1
6548;Semana 34;Friday;500;0;KS_352;1;0
6549;Semana 34;Friday;500;0;KS_366;1;1
6550;Semana 34;Saturday;950;0;KS_974;1;1
6551;Semana 34;Saturday;50;0;KS_630;1;1
6552;Semana 34;Saturday;350;0;KS_688;1;1
6553;Semana 34;Saturday;1250;0;KS_304;1;1
6554;Semana 34;Saturday;250;0;KS_656;2;1
6555;Semana 34;Saturday;600;0;KS_571;1;0
6556;Semana 34;Saturday;125;0;KS_657;1;0
6557;Semana 34;Saturday;250;0;KS_337;2;1
6558;Semana 34;Saturday;600;0;KS_612;1;0
6559;Semana 34;Monday;825;0;KS_366;1;1
6560;Semana 34;Monday;825;0;KS_1006;1;1
6561;Semana 34;Monday;450;75;KS_582;3;1
6562;Semana 34;Monday;1000;0;KS_406;1;1
6563;Semana 34;Monday;125;0;KS_656;1;1
6564;Semana 34;Monday;1750;0;KS_680;1;0
6565;Semana 34;Monday;200;0;KS_369;1;0
6566;Semana 34;Monday;225;0;KS_547;1;1
6567;Semana 34;Monday;225;0;KS_657;1;0
6568;Semana 34;Monday;125;0;KS_337;1;1
6569;Semana 34;Monday;3750;250;KS_369;20;0
6570;Semana 34;Monday;650;0;KS_664;1;1
6571;Semana 34;Monday;950;0;KS_942;1;0
6572;Semana 34;Monday;2250;0;KS_469;1;0
6573;Semana 34;Monday;100;0;KS_347;1;0
6574;Semana 34;Monday;1500;0;KS_390;1;0
6575;Semana 34;Monday;425;0;KS_652;1;1
6576;Semana 34;Monday;425;0;KS_336;2;1
6577;Semana 34;Monday;425;0;KS_348;1;1
6578;Semana 34;Monday;400;0;KS_348;2;1
6579;Semana 34;Monday;400;0;KS_362;1;0
6580;Semana 34;Monday;400;0;KS_352;1;0
6581;Semana 34;Monday;175;0;KS_965;1;0
6582;Semana 34;Monday;600;0;KS_582;1;1
6583;Semana 34;Monday;600;0;KS_666;1;1
6584;Semana 34;Monday;600;0;KS_352;1;0
6585;Semana 34;Monday;300;0;KS_652;2;1
6586;Semana 34;Monday;300;0;KS_346;1;1
6587;Semana 34;Monday;150;0;KS_526;2;0
6588;Semana 34;Monday;300;0;KS_346;2;1
6589;Semana 34;Monday;300;0;KS_328;1;1
6590;Semana 34;Monday;700;0;KS_364;2;1
6591;Semana 34;Monday;700;0;KS_548;2;1
6592;Semana 34;Monday;700;0;KS_1009;1;0
6593;Semana 34;Monday;200;0;KS_346;1;1
6594;Semana 34;Monday;200;0;KS_652;1;1
6595;Semana 34;Monday;2350;0;KS_468;1;1
6596;Semana 34;Monday;2350;0;KS_652;1;1
6597;Semana 34;Monday;450;0;KS_614;1;0
6598;Semana 34;Monday;359.9999905;40.0000006;KS_366;1;1
6599;Semana 34;Tuesday;325;0;KS_336;1;1
6600;Semana 34;Tuesday;325;0;KS_548;1;1
6601;Semana 34;Tuesday;325;0;KS_652;1;1
6602;Semana 34;Tuesday;500;0;KS_362;1;0
6603;Semana 34;Tuesday;500;0;KS_688;1;1
6604;Semana 34;Tuesday;700;0;KS_656;2;1
6605;Semana 34;Tuesday;700;0;KS_360;3;1
6606;Semana 34;Tuesday;500;25;KS_644;3;1
6607;Semana 34;Tuesday;700;0;KS_460;1;1
6608;Semana 34;Tuesday;200;0;KS_364;1;1
6609;Semana 34;Tuesday;400;0;KS_366;1;1
6610;Semana 34;Tuesday;350;0;KS_688;1;1
6611;Semana 34;Tuesday;100;0;KS_328;1;1
6612;Semana 34;Tuesday;200;0;KS_369;1;0
6613;Semana 34;Tuesday;350;0;KS_657;1;0
6614;Semana 34;Tuesday;350;0;KS_547;1;1
6615;Semana 34;Tuesday;350;0;KS_339;1;1
6616;Semana 34;Tuesday;1300;0;KS_665;2;0
6617;Semana 34;Tuesday;350;0;KS_688;1;1
6618;Semana 34;Tuesday;225;0;KS_636;3;1
6619;Semana 34;Tuesday;200;0;KS_328;2;1
6620;Semana 34;Tuesday;250;100;KS_688;1;1
6621;Semana 34;Tuesday;500;25;KS_582;3;1
6622;Semana 34;Tuesday;3675;150;KS_944;1;0
6623;Semana 34;Tuesday;3675;150;KS_444;1;0
6624;Semana 34;Tuesday;3675;150;KS_582;3;1
6625;Semana 34;Tuesday;3675;150;KS_490;1;0
6626;Semana 34;Tuesday;3675;150;KS_616;1;0
6627;Semana 34;Tuesday;250;0;KS_337;2;1
6628;Semana 34;Tuesday;4500;0;KS_417;2;0
6629;Semana 34;Tuesday;400;0;KS_369;2;0
6630;Semana 34;Tuesday;2000;0;KS_311;2;1
6631;Semana 34;Tuesday;350;0;KS_688;1;1
6632;Semana 34;Tuesday;1750;0;KS_664;1;1
6633;Semana 34;Tuesday;1750;0;KS_450;1;0
6634;Semana 34;Tuesday;125;0;KS_338;1;1
6635;Semana 34;Tuesday;225;0;KS_548;1;1
6636;Semana 34;Tuesday;225;0;KS_336;1;1
6637;Semana 34;Tuesday;100;0;KS_352;1;0
6638;Semana 35;Wednesday;350;0;KS_688;1;1
6639;Semana 35;Wednesday;650;0;KS_610;1;1
6640;Semana 35;Wednesday;125;0;KS_656;1;1
6641;Semana 35;Wednesday;350;0;KS_688;1;1
6642;Semana 35;Wednesday;400;0;KS_712;1;0
6643;Semana 35;Wednesday;150;0;KS_360;1;1
6644;Semana 35;Wednesday;100;0;KS_652;1;1
6645;Semana 35;Wednesday;100;0;KS_1009;1;0
6646;Semana 35;Wednesday;500;25;KS_644;3;1
6647;Semana 35;Wednesday;225;0;KS_630;2;1
6648;Semana 35;Wednesday;225;0;KS_336;1;1
6649;Semana 35;Wednesday;350;0;KS_328;1;1
6650;Semana 35;Wednesday;350;0;KS_968;1;0
6651;Semana 35;Wednesday;175;0;KS_582;1;1
6652;Semana 35;Wednesday;2600;75;KS_485;1;0
6653;Semana 35;Wednesday;2600;75;KS_583;3;1
6654;Semana 35;Wednesday;2600;75;KS_693;2;0
6655;Semana 35;Wednesday;2600;75;KS_1010;1;0
6656;Semana 35;Wednesday;800;0;KS_587;1;1
6657;Semana 35;Wednesday;200;0;KS_364;1;1
6658;Semana 35;Wednesday;100;0;KS_328;1;1
6659;Semana 35;Wednesday;1700;0;KS_974;1;1
6660;Semana 35;Wednesday;1700;0;KS_378;1;0
6661;Semana 35;Wednesday;1700;0;KS_600;1;1
6662;Semana 35;Wednesday;150;0;KS_360;1;1
6663;Semana 35;Wednesday;450;0;KS_362;3;0
6664;Semana 35;Wednesday;1500;0;KS_382;1;0
6665;Semana 35;Wednesday;500;0;KS_336;4;1
6666;Semana 35;Wednesday;525;0;KS_644;3;1
6667;Semana 35;Thursday;125;0;KS_656;1;1
6668;Semana 35;Thursday;350;0;KS_688;1;1
6669;Semana 35;Thursday;1200;100;KS_604;1;1
6670;Semana 35;Thursday;1200;100;KS_518;1;0
6671;Semana 35;Thursday;250;0;KS_959;1;0
6672;Semana 35;Thursday;100;0;KS_329;1;1
6673;Semana 35;Thursday;525;0;KS_645;3;0
6674;Semana 35;Thursday;125;0;KS_336;1;1
6675;Semana 35;Thursday;125;0;KS_336;1;1
6676;Semana 35;Thursday;1200;0;KS_538;1;1
6677;Semana 35;Thursday;150;0;KS_360;1;1
6678;Semana 35;Thursday;650;0;KS_610;1;1
6679;Semana 35;Friday;1000;100;KS_344;1;0
6680;Semana 35;Friday;1910.000038;340.0000095;KS_476;1;1
6681;Semana 35;Friday;350;0;KS_688;1;1
6682;Semana 35;Friday;1200;0;KS_539;1;0
6683;Semana 35;Friday;800;0;KS_537;1;0
6684;Semana 35;Friday;800;0;KS_366;1;1
6685;Semana 35;Friday;800;0;KS_712;1;0
6686;Semana 35;Friday;500;25;KS_644;3;1
6687;Semana 35;Friday;450;0;KS_950;1;1
6688;Semana 35;Friday;100;0;KS_652;1;1
6689;Semana 35;Friday;400;0;KS_366;1;1
6690;Semana 35;Friday;1025;0;KS_348;4;1
6691;Semana 35;Friday;1025;0;KS_1009;2;0
6692;Semana 35;Friday;1025;0;KS_1006;1;1
6693;Semana 35;Friday;1025;0;KS_544;1;1
6694;Semana 35;Friday;1100;0;KS_606;1;0
6695;Semana 35;Friday;1100;0;KS_602;1;0
6696;Semana 35;Friday;1050;50;KS_644;6;1
6697;Semana 35;Friday;1050;50;KS_630;1;1
6698;Semana 35;Friday;3900;100;KS_668;1;0
6699;Semana 35;Friday;3900;100;KS_496;1;1
6700;Semana 35;Friday;3900;100;KS_630;4;1
6701;Semana 35;Friday;3900;100;KS_542;1;0
6702;Semana 35;Friday;3900;100;KS_720;1;1
6703;Semana 35;Friday;100;0;KS_652;1;1
6704;Semana 35;Friday;1850;0;KS_578;1;0
6705;Semana 35;Friday;1850;0;KS_460;2;1
6706;Semana 35;Friday;575;0;KS_348;3;1
6707;Semana 35;Friday;575;0;KS_324;2;1
6708;Semana 35;Friday;575;0;KS_346;1;1
6709;Semana 35;Friday;500;0;KS_630;4;1
6710;Semana 35;Friday;500;0;KS_548;2;1
6711;Semana 35;Friday;500;0;KS_328;1;1
6712;Semana 35;Friday;900;0;KS_950;2;1
6713;Semana 35;Friday;400;0;KS_971;1;1
6714;Semana 35;Friday;4250;500;KS_680;1;0
6715;Semana 35;Friday;4250;500;KS_416;1;0
6716;Semana 35;Friday;4250;500;KS_478;1;0
6717;Semana 35;Saturday;600;0;KS_369;3;0
6718;Semana 35;Saturday;100;0;KS_347;1;0
6719;Semana 35;Saturday;1400;0;KS_672;1;0
6720;Semana 35;Saturday;200;0;KS_368;1;1
6721;Semana 35;Saturday;400;0;KS_462;1;0
6722;Semana 35;Saturday;450;0;KS_950;1;1
6723;Semana 35;Saturday;400;0;KS_971;1;1
6724;Semana 35;Saturday;525;0;KS_1010;1;0
6725;Semana 35;Saturday;525;0;KS_667;1;0
6726;Semana 35;Saturday;525;0;KS_347;1;0
6727;Semana 35;Saturday;250;0;KS_337;2;1
6728;Semana 35;Saturday;400;0;KS_463;1;0
6729;Semana 35;Saturday;100;0;KS_1010;1;0
6730;Semana 35;Saturday;300;0;KS_1033;1;1
6731;Semana 35;Saturday;800;100;KS_1033;1;1
6732;Semana 35;Saturday;800;100;KS_630;2;1
6733;Semana 35;Saturday;800;100;KS_548;1;1
6734;Semana 35;Saturday;800;100;KS_462;1;0
6735;Semana 35;Saturday;600;0;KS_596;1;1
6736;Semana 35;Saturday;625;0;KS_324;5;1
6737;Semana 35;Saturday;100;0;KS_328;1;1
6738;Semana 35;Saturday;450;0;KS_947;1;0
6739;Semana 35;Saturday;500;0;KS_332;1;0
6740;Semana 35;Saturday;125;0;KS_324;1;1
6741;Semana 35;Monday;300;125;KS_1024;1;1
6742;Semana 35;Monday;1750;0;KS_997;1;0
6743;Semana 35;Monday;3000;0;KS_307;2;0
6744;Semana 35;Monday;100;0;KS_653;1;1
6745;Semana 35;Monday;250;0;KS_337;2;1
6746;Semana 35;Monday;325;0;KS_369;1;0
6747;Semana 35;Monday;325;0;KS_319;1;0
6748;Semana 35;Monday;4450;0;KS_375;1;0
6749;Semana 35;Monday;4450;0;KS_345;2;1
6750;Semana 35;Monday;200;0;KS_630;2;1
6751;Semana 35;Monday;200;0;KS_652;1;1
6752;Semana 35;Monday;500;25;KS_582;3;1
6753;Semana 35;Monday;3350;100;KS_720;1;1
6754;Semana 35;Monday;3350;100;KS_540;1;1
6755;Semana 35;Monday;1750;0;KS_680;1;0
6756;Semana 35;Monday;125;0;KS_338;1;1
6757;Semana 35;Monday;700;0;KS_460;1;1
6758;Semana 35;Monday;250;0;KS_324;2;1
6759;Semana 35;Monday;125;0;KS_324;1;1
6760;Semana 35;Monday;200;0;KS_346;2;1
6761;Semana 35;Monday;1275;0;KS_312;1;1
6762;Semana 35;Monday;1275;0;KS_692;1;1
6763;Semana 35;Monday;5200;350;KS_578;3;0
6764;Semana 35;Monday;5200;350;KS_538;1;1
6765;Semana 35;Monday;5200;350;KS_1030;2;1
6766;Semana 35;Monday;5200;350;KS_947;1;0
6767;Semana 35;Monday;5200;350;KS_536;1;0
6768;Semana 35;Monday;5200;350;KS_414;1;0
6769;Semana 35;Tuesday;250;100;KS_688;1;1
6770;Semana 35;Tuesday;100;0;KS_630;2;1
6771;Semana 35;Tuesday;425;0;KS_1024;1;1
6772;Semana 35;Tuesday;4000;250;KS_956;1;0
6773;Semana 35;Tuesday;1700;0;KS_942;1;0
6774;Semana 35;Tuesday;1700;0;KS_479;1;0
6775;Semana 35;Tuesday;550;0;KS_593;1;1
6776;Semana 35;Tuesday;3000;0;KS_485;2;0
6777;Semana 35;Tuesday;500;0;KS_959;1;0
6778;Semana 35;Tuesday;500;0;KS_493;1;0
6779;Semana 35;Tuesday;250;0;KS_325;2;1
6780;Semana 35;Tuesday;125;0;KS_325;1;1
6781;Semana 35;Tuesday;375;0;KS_340;1;1
6782;Semana 35;Tuesday;1300;0;KS_664;2;1
6783;Semana 35;Tuesday;350;0;KS_572;1;0
6784;Semana 35;Tuesday;125;0;KS_336;1;1
6785;Semana 35;Tuesday;125;0;KS_339;1;1
6786;Semana 35;Tuesday;125;0;KS_655;1;0
6787;Semana 35;Tuesday;500;25;KS_583;3;1
6788;Semana 35;Tuesday;825;0;KS_517;1;1
6789;Semana 35;Tuesday;825;0;KS_939;1;0
6790;Semana 35;Tuesday;100;0;KS_328;1;1
6791;Semana 35;Tuesday;750;0;KS_370;1;0
6792;Semana 35;Tuesday;750;0;KS_630;1;1
6793;Semana 35;Tuesday;725;25;KS_582;3;1
6794;Semana 35;Tuesday;725;25;KS_324;1;1
6795;Semana 35;Tuesday;725;25;KS_652;1;1
6796;Semana 35;Tuesday;400;0;KS_1033;1;1
6797;Semana 35;Tuesday;400;0;KS_652;1;1
6798;Semana 35;Tuesday;359.9999905;40.0000006;KS_971;1;1
6799;Semana 35;Tuesday;400;0;KS_971;1;1
6800;Semana 35;Tuesday;500;25;KS_582;3;1
6801;Semana 35;Tuesday;1200;0;KS_688;2;1
6802;Semana 35;Tuesday;1200;0;KS_332;1;0
6803;Semana 35;Tuesday;150;0;KS_636;2;1
6804;Semana 35;Tuesday;550;0;KS_606;1;0
6805;Semana 35;Tuesday;300;0;KS_1033;1;1
6806;Semana 35;Tuesday;1100;0;KS_676;1;0
6807;Semana 36;Wednesday;700;0;KS_378;1;0
6808;Semana 36;Wednesday;700;0;KS_576;1;0
6809;Semana 36;Wednesday;2850;0;KS_496;1;1
6810;Semana 36;Wednesday;2850;0;KS_304;1;1
6811;Semana 36;Wednesday;2850;0;KS_662;1;1
6812;Semana 36;Wednesday;2850;0;KS_410;1;0
6813;Semana 36;Wednesday;500;0;KS_336;4;1
6814;Semana 36;Wednesday;425;0;KS_652;2;1
6815;Semana 36;Wednesday;425;0;KS_328;1;1
6816;Semana 36;Wednesday;425;0;KS_318;1;1
6817;Semana 36;Wednesday;300;0;KS_652;2;1
6818;Semana 36;Wednesday;300;0;KS_352;1;0
6819;Semana 36;Wednesday;100;0;KS_630;2;1
6820;Semana 36;Wednesday;400;0;KS_366;1;1
6821;Semana 36;Wednesday;1500;750;KS_416;1;0
6822;Semana 36;Wednesday;450;50;KS_630;10;1
6823;Semana 36;Wednesday;600;0;KS_309;1;1
6824;Semana 36;Wednesday;225;0;KS_347;1;0
6825;Semana 36;Wednesday;225;0;KS_657;1;0
6826;Semana 36;Wednesday;100;0;KS_653;1;1
6827;Semana 36;Wednesday;250;0;KS_319;2;0
6828;Semana 36;Wednesday;1150;0;KS_335;1;0
6829;Semana 36;Wednesday;1150;0;KS_329;2;1
6830;Semana 36;Wednesday;500;0;KS_332;1;0
6831;Semana 36;Wednesday;100;0;KS_346;1;1
6832;Semana 36;Wednesday;600;0;KS_596;1;1
6833;Semana 36;Wednesday;900;0;KS_542;1;0
6834;Semana 36;Wednesday;100;0;KS_328;1;1
6835;Semana 36;Wednesday;1300;0;KS_328;1;1
6836;Semana 36;Wednesday;1300;0;KS_308;2;1
6837;Semana 36;Wednesday;650;0;KS_664;1;1
6838;Semana 36;Wednesday;500;25;KS_582;3;1
6839;Semana 36;Wednesday;1700;0;KS_538;1;1
6840;Semana 36;Wednesday;1700;0;KS_496;1;1
6841;Semana 36;Wednesday;1050;25;KS_360;5;1
6842;Semana 36;Wednesday;1050;25;KS_364;1;1
6843;Semana 36;Wednesday;1050;25;KS_656;1;1
6844;Semana 36;Wednesday;1000;0;KS_368;5;1
6845;Semana 36;Monday;500;0;KS_332;1;0
6846;Semana 36;Monday;800;0;KS_366;2;1
6847;Semana 36;Monday;250;100;KS_688;1;1
6848;Semana 36;Monday;719.9999809;80.00000119;KS_366;1;1
6849;Semana 36;Monday;719.9999809;80.00000119;KS_1033;1;1
6850;Semana 36;Monday;719.9999809;80.00000119;KS_328;1;1
6851;Semana 36;Monday;1200;0;KS_538;1;1
6852;Semana 36;Monday;650;0;KS_660;1;1
6853;Semana 36;Monday;350;0;KS_662;1;1
6854;Semana 36;Monday;500;25;KS_582;3;1
6855;Semana 36;Monday;675;0;KS_630;3;1
6856;Semana 36;Monday;675;0;KS_366;1;1
6857;Semana 36;Monday;675;0;KS_338;1;1
6858;Semana 36;Monday;100;0;KS_630;2;1
6859;Semana 36;Monday;375;0;KS_516;1;0
6860;Semana 36;Monday;375;0;KS_516;1;0
6861;Semana 36;Monday;100;0;KS_547;1;1
6862;Semana 36;Monday;100;0;KS_630;2;1
6863;Semana 36;Monday;125;0;KS_655;1;0
6864;Semana 36;Monday;1000;50;KS_583;6;1
6865;Semana 36;Monday;600;0;KS_613;1;0
6866;Semana 36;Monday;1000;0;KS_551;1;0
6867;Semana 36;Monday;1300;0;KS_665;2;0
6868;Semana 36;Monday;1000;50;KS_645;6;0
6869;Semana 36;Monday;500;100;KS_309;1;1
6870;Semana 36;Monday;200;0;KS_369;1;0
6871;Semana 36;Monday;275;0;KS_337;1;1
6872;Semana 36;Monday;275;0;KS_361;1;1
6873;Semana 36;Monday;600;0;KS_504;1;1
6874;Semana 36;Monday;175;0;KS_582;1;1
6875;Semana 36;Monday;750;0;KS_478;1;0
6876;Semana 36;Monday;2000;0;KS_369;10;0
6877;Semana 36;Monday;600;0;KS_308;1;1
6878;Semana 36;Monday;250;0;KS_324;1;1
6879;Semana 36;Monday;250;0;KS_336;1;1
6880;Semana 36;Monday;100;0;KS_653;1;1
6881;Semana 36;Monday;800;0;KS_587;1;1
6882;Semana 36;Monday;375;0;KS_341;1;1
6883;Semana 36;Monday;125;0;KS_654;1;1
6884;Semana 36;Monday;625;0;KS_324;5;1
6885;Semana 36;Monday;800;0;KS_486;1;1
6886;Semana 36;Monday;450;0;KS_652;2;1
6887;Semana 36;Monday;450;0;KS_654;1;1
6888;Semana 36;Monday;450;0;KS_336;1;1
6889;Semana 36;Monday;325;0;KS_362;1;0
6890;Semana 36;Monday;325;0;KS_1036;1;0
6891;Semana 36;Monday;325;0;KS_324;1;1
6892;Semana 36;Monday;1000;0;KS_368;2;1
6893;Semana 36;Monday;1000;0;KS_574;1;0
6894;Semana 36;Monday;400;0;KS_366;1;1
6895;Semana 36;Monday;800;0;KS_366;2;1
6896;Semana 36;Monday;600;0;KS_532;2;0
6897;Semana 36;Tuesday;2550;450;KS_359;8;0
6898;Semana 36;Tuesday;750;0;KS_303;1;0
6899;Semana 36;Tuesday;500;25;KS_583;3;1
6900;Semana 36;Tuesday;400;0;KS_367;1;1
6901;Semana 36;Tuesday;200;0;KS_369;1;0
6902;Semana 36;Tuesday;7250;400;KS_434;1;0
6903;Semana 36;Tuesday;7250;400;KS_550;2;0
6904;Semana 36;Tuesday;7250;400;KS_466;1;0
6905;Semana 36;Tuesday;7250;400;KS_366;1;1
6906;Semana 36;Tuesday;1400;400;KS_636;24;1
6907;Semana 36;Tuesday;125;0;KS_336;1;1
6908;Semana 36;Tuesday;650;0;KS_702;1;1
6909;Semana 36;Tuesday;650;0;KS_652;1;1
6910;Semana 36;Tuesday;500;25;KS_582;3;1
6911;Semana 36;Tuesday;1100;0;KS_371;1;1
6912;Semana 36;Tuesday;1100;0;KS_367;1;1
6913;Semana 36;Tuesday;100;0;KS_549;1;0
6914;Semana 36;Tuesday;1200;0;KS_982;1;0
6915;Semana 36;Tuesday;1200;0;KS_603;1;0
6916;Semana 36;Tuesday;1200;0;KS_363;1;1
6917;Semana 36;Tuesday;600;0;KS_309;1;1
6918;Semana 36;Tuesday;100;0;KS_329;1;1
6919;Semana 36;Tuesday;1000;50;KS_645;6;0
6920;Semana 36;Tuesday;250;0;KS_490;1;0
6921;Semana 36;Tuesday;1600;25;KS_665;1;0
6922;Semana 36;Tuesday;1600;25;KS_645;3;0
6923;Semana 36;Tuesday;1600;25;KS_649;1;0
6924;Semana 36;Tuesday;850;0;KS_479;1;0
6925;Semana 36;Tuesday;850;0;KS_329;1;1
6926;Semana 36;Tuesday;0;1750;KS_441;1;0
6927;Semana 36;Tuesday;1650;0;KS_548;2;1
6928;Semana 36;Tuesday;1650;0;KS_544;1;1
6929;Semana 36;Tuesday;1650;0;KS_616;1;0
6930;Semana 36;Tuesday;1650;0;KS_586;1;0
6931;Semana 36;Tuesday;125;0;KS_318;1;1
6932;Semana 36;Tuesday;2150;0;KS_366;3;1
6933;Semana 36;Tuesday;2150;0;KS_974;1;1
6934;Semana 36;Tuesday;550;0;KS_692;2;1
6935;Semana 36;Tuesday;525;0;KS_346;2;1
6936;Semana 36;Tuesday;525;0;KS_330;1;1
6937;Semana 36;Tuesday;450;50;KS_548;5;1
6938;Semana 36;Tuesday;500;0;KS_318;1;1
6939;Semana 36;Tuesday;500;0;KS_336;3;1
6940;Semana 36;Tuesday;125;0;KS_318;1;1
6941;Semana 36;Tuesday;150;0;KS_360;1;1
6942;Semana 37;Wednesday;125;0;KS_654;1;1
6943;Semana 37;Wednesday;334.9999905;40.0000006;KS_656;3;1
6944;Semana 37;Wednesday;125;0;KS_318;1;1
6945;Semana 37;Wednesday;9900;1350;KS_466;3;0
6946;Semana 37;Wednesday;800;0;KS_486;1;1
6947;Semana 37;Wednesday;800;0;KS_586;1;0
6948;Semana 37;Wednesday;5400;0;KS_578;1;0
6949;Semana 37;Wednesday;5400;0;KS_310;1;0
6950;Semana 37;Wednesday;5400;0;KS_386;1;1
6951;Semana 37;Wednesday;5400;0;KS_484;1;1
6952;Semana 37;Wednesday;150;0;KS_362;1;0
6953;Semana 37;Wednesday;3000;0;KS_410;1;0
6954;Semana 37;Wednesday;3000;0;KS_722;1;0
6955;Semana 37;Wednesday;3000;0;KS_312;1;1
6956;Semana 37;Wednesday;700;0;KS_460;1;1
6957;Semana 37;Wednesday;425;0;KS_324;1;1
6958;Semana 37;Wednesday;425;0;KS_360;2;1
6959;Semana 37;Wednesday;200;0;KS_368;1;1
6960;Semana 37;Wednesday;200;0;KS_369;1;0
6961;Semana 37;Wednesday;600;0;KS_575;1;0
6962;Semana 37;Wednesday;450;0;KS_667;1;0
6963;Semana 37;Wednesday;450;0;KS_325;1;1
6964;Semana 37;Wednesday;100;0;KS_547;1;1
6965;Semana 37;Wednesday;325;0;KS_331;1;1
6966;Semana 37;Wednesday;375;0;KS_516;1;0
6967;Semana 37;Wednesday;500;25;KS_583;3;1
6968;Semana 37;Wednesday;850;0;KS_660;1;1
